Time,Data
0.356,-0.20196975311743215
0.36,-0.1681972740056615
0.364,-0.20045307752103783
0.368,-0.17673736254490177
0.372,-0.18705031735290512
0.376,-0.18839211958333912
0.38,-0.2097629362093615
0.384,-0.2051629235151235
0.388,-0.2005922270757993
0.392,-0.1920509817415107
0.396,-0.20353931162514433
0.4,-0.1990573300940599
0.404,-0.1846051397656755
0.408,-0.15618283250692783
0.412,-0.1997904894375939
0.416,-0.21842818093746397
0.42,-0.19709596665735213
0.424,-0.24279389553393105
0.428,-0.17952200580837374
0.432,-0.16528032504878715
0.436,-0.14006887017641453
0.44,-0.13888764749559498
0.444,-0.20273665272744523
0.448,-0.18061587104725632
0.452,-0.19552527712556578
0.456,-0.18446483517289192
0.46,-0.16043449898809423
0.464,-0.18443421201033686
0.468,-0.10546390737462254
0.472,-0.14952350797086497
0.476,-0.12961292650647255
0.48,-0.1557320655723999
0.484,-0.16188081771264443
0.488,-0.1770590654971394
0.492,-0.16326668159801633
0.496,-0.17250352886918655
0.5,-0.10676946042921649
0.504,-0.13406431974744
0.508,-0.12338794073327683
0.512,-0.14674014782870812
0.516,-0.1461207561038633
0.52,-0.13352957135567858
0.524,-0.1309663902095727
0.528,-0.17743100022409375
0.532,-0.11492317999849662
0.536,-0.12644269928318475
0.54,-0.10098931909297881
0.544,-0.10856279182315577
0.548,-0.150162861368202
0.552,-0.15678926324323
0.556,-0.12744172470800483
0.56,-0.117119964893519
0.564,-0.10382369493106469
0.568,-0.06655261808374281
0.572,-0.0753064298803509
0.576,-0.04308481825159019
0.58,-0.055887463668533824
0.584,-0.055714039283292785
0.588,-0.04056421107181968
0.592,0.05756236202121343
0.596,0.025666027935519906
0.6,0.09574714134636239
0.604,0.1228060635138242
0.608,0.12584316213026572
0.612,0.13485881116602297
0.616,0.14485339071341807
0.62,0.11282728682914549
0.624,0.10278089137510656
0.628,0.15071460185774713
0.632,0.1576288212659847
0.636,0.17052395790777064
0.64,0.15040042524537564
0.644,0.13925864172945723
0.648,0.16209903063197867
0.652,0.10692201987805039
0.656,0.09672804187676395
0.66,0.0995175333510884
0.664,0.10129093516689402
0.668,0.13604869216118423
0.672,0.10579125296959142
0.676,0.07551906985322333
0.68,0.08523259852491484
0.684,0.04993229797496786
0.688,0.0816186302964411
0.692,0.06629206051006775
0.696,0.03595305638886481
0.7,0.07060208828250819
0.704,0.056239628941543336
0.708,0.060866153341501306
0.712,0.07948213850698875
0.716,0.08208806333582588
0.72,0.05468440842329628
0.724,0.05427165588658178
0.728,0.06585028918945278
0.732,0.07042079296727513
0.736,0.0529836528524142
0.74,0.06453935530009099
0.744,0.082088387414772
0.748,0.013631236777142503
0.752,0.051168391271751386
0.756,0.025700338915373745
0.76,0.02922756768617325
0.764,0.054750565353716654
0.768,0.024269819309917718
0.772,0.040785816400961745
0.776,0.03729904276028951
0.78,0.044809983642684605
0.784,-0.003680876740449879
0.788,-0.026173055384587546
0.792,-0.0016660706542660835
0.796,0.007840557556078468
0.8,-0.0006526923372996335
0.804,-0.0011453437653883567
0.808,-0.016636922162813574
0.812,-0.019126955122644437
0.816,-0.054614972549541604
0.82,-0.03510050681120706
0.824,-0.03558309288806611
0.828,-0.03306226852114098
0.832,-0.059537574358050835
0.836,-0.044008554097097294
0.84,-0.06047475462937726
0.844,-0.03793572617887355
0.848,-0.06839102244047873
0.852,-0.0888402007159
0.856,-0.09928282204739765
0.86,-0.09471845134931652
0.864,-0.06514665753735693
0.868,-0.06356701365555043
0.872,-0.060979097000890777
0.876,-0.038382489245582095
0.88,-0.06177677655686352
