Time,Data
3.936,0.08297307330436832
3.94,0.07561129812734328
3.944,0.07723714807858216
3.948,0.06385013961896523
3.952,0.08144979817839847
3.956,0.05403565832801085
3.96,0.08560726394880001
3.964,0.09816416839666509
3.968,0.0977059346637742
3.972,0.08723213553619959
3.976,0.07374235374777609
3.98,0.0752361821301169
3.984,0.07271322375874331
3.988,0.04717309209526886
3.992,0.09661541112559621
3.996,0.09603981549406798
4.0,0.08744595063353526
4.004,0.09783347289128978
4.008,0.07120204965081862
4.012,0.07855135944934169
4.016,0.029881092091086785
4.02,0.027190948756262996
4.024,0.06648064210570272
4.028,0.050749896381119056
4.032,0.05199844750096984
4.036,0.05422604315186362
4.04,0.05343244287550977
4.044,0.03761741815115226
4.048,0.014780752473487714
4.052,0.013922241426013905
4.056,-0.024958307250189247
4.06,-0.003861073592292194
4.064,0.01321377464383761
4.068,0.04426608203853548
4.072,0.016295705558588936
4.076,0.015302514602800361
4.08,0.019286391042869225
4.084,-0.02875277074043951
4.088,-0.005815063825831103
4.092,-0.013900568724745972
4.096,-0.03500935335935164
4.1,-0.001141473045269809
4.104,-0.0022969704790424088
4.108,-0.01147587573033898
4.112,-0.026678206238902134
4.116,-0.04390396681623552
4.12,-0.047153149652024065
4.124,-0.04042573432528632
4.128,-0.034721687820249376
4.132,-0.046040964546937395
4.136,-0.03438350636646811
4.14,0.0032507573789649184
4.144,-0.04013809016857407
4.148,-0.02654995342208781
4.152,-0.0709847243936179
4.156,-0.05444228274284181
4.16,-0.05892249583027316
4.164,-0.01742521877504924
4.168,-0.05095029451727079
4.172,-0.015497553884880663
4.176,-0.03706681566504104
4.18,-0.06065788667999246
4.184,-0.08727056186735103
4.188,-0.05390462436482525
4.192,-0.09355984559930396
4.196,-0.09723598538029311
4.2,-0.06393279199765085
4.204,-0.046650002323596125
4.208,-0.04838734191893614
4.212,-0.10214452514348206
4.216,-0.10592125527060288
4.22,-0.10771722460587367
4.224,-0.07253211460977414
4.228,-0.08136559602438447
4.232,-0.07121732900403484
4.236,-0.0410869632498529
4.24,-0.054974138148158574
4.244,-0.08387848291265364
4.248,-0.08079961673034626
4.252,-0.0757371489111628
4.256,-0.0976906790411766
4.26,-0.09965979713940645
4.264,-0.06364408381811777
4.268,-0.058643110446564346
4.272,-0.06565643931811027
4.276,-0.044683623820669156
4.28,-0.08272420861038678
4.284,-0.1147777297885134
4.288,-0.07884371508138692
4.292,-0.09392168402346222
4.296,-0.07301114814331833
4.3,-0.07011161115257032
4.304,-0.07722256913761232
4.308,-0.07934351075412076
4.312,-0.10447391742424667
4.316,-0.11861326353641286
4.32,-0.10876101664765128
4.324,-0.1109166376883907
4.328,-0.11007958116963584
4.332,-0.09024929539243418
4.336,-0.07442522265957494
4.34,-0.05160679948942572
4.344,-0.07179345683182811
4.348,-0.08598462028597637
4.352,-0.08517971032018996
4.356,-0.06737814249349933
4.36,-0.09557932767896526
4.364,-0.07978267228863924
4.368,-0.056987578500087885
4.372,-0.06119344448439257
4.376,-0.09139966463553773
4.38,-0.10360562980110526
4.384,-0.11381072751418163
4.388,-0.06601434222639899
4.392,-0.08521585554201656
4.396,-0.06441464645295635
4.4,-0.07461009157470502
4.404,-0.026801565382996745
4.408,-0.008988440451180746
4.412,-0.024170087688192704
4.416,-0.0563458765770378
4.42,0.0064848245863041295
4.424,-0.030677351546358072
4.428,0.0021682283850883648
4.432,0.006022198209423397
4.436,0.018885191984389618
4.44,0.003757843757015335
4.444,0.0016407873240437952
4.448,0.01253465599256979
4.452,-0.017559917659035907
4.456,0.002357697980178347
4.46,-0.006711866684484026
4.464,0.011232017308963484
4.468,-0.01281002275784076
4.472,-0.06083736151989954
4.476,-0.00784937576433391
4.48,-0.0798454446649538
4.484,-0.06682495001583506
4.488,-0.09378727646381824
4.492,-0.06573181173984327
4.496,-0.06165794688903231
4.5,-0.02156507649944099
4.504,-0.036452598929388756
4.508,-0.030319916533289987
4.512,-0.022166435885896216
4.516,-0.01399156800487675
4.52,-0.028794728571644886
4.524,-0.0195753381503607
4.528,0.008667177594980029
4.532,0.04593338768544345
4.536,0.037223855614121726
4.54,0.08753913913524243
4.544,0.07187979005550087
4.548,0.19724635402768478
4.552,0.32063937034667855
4.556,0.559059371747905
4.56,0.9155068842082925
